收藏台,#genre#
台视,http://litv.zapi.us.kg/?id=4gtv-4gtv066$LR•IPV4『线路1』
台视,http://litv.zapi.us.kg/?id=4gtv-4gtv066$LR•IPV4『线路2』
台视,http://132.226.230.69:5050/litv/4gtv-4gtv066$LR•IPV4『线路3』
台视财经,http://litv.zapi.us.kg/?id=4gtv-4gtv056$LR•IPV4『线路1』
台视财经,http://litv.zapi.us.kg/?id=4gtv-4gtv056$LR•IPV4『线路2』
台视财经,http://litv.zapi.us.kg/?id=4gtv-4gtv056$LR•IPV4『线路3』
三立台湾,http://free.xiptv.x10.bz/kudou.php?id=52$LR•IPV4『线路1』
三立台湾,http://etv.xhgvip.top/iptv/155.php?id=52$LR•IPV4『线路2』
三立新闻,http://211.72.65.236:8543/.m3u8$LR•IPV4『线路1』
三立新闻,http://132.226.230.69:5050/4gtv/229$LR•IPV4『线路2』
三立新闻,http://etv.xhgvip.top/iptv/155.php?id=79$LR•IPV4『线路3』
三立都会,https://stream1.freetv.fun/san-li-du-hui-1.m3u8$LR•IPV4『线路1』
三立都会,http://etv.xhgvip.top/iptv/155.php?id=54$LR•IPV4『线路2』
三立戏剧,https://stream1.freetv.fun/san-li-xi-ju-1.m3u8$LR•IPV4『线路1』
三立综合,http://etv.xhgvip.top/iptv/155.php?id=51$LR•IPV4『线路1』
无线新闻,http://live.cooltv.top/tv/tvb.php?id=2&hq$LR•IPV4『线路1』
无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路2』
无线新闻,http://etv.xhgvip.top/iptv/155.php?id=31$LR•IPV4『线路3』
无线新闻,http://etv.xhgvip.top/iptv/155.php?id=2$LR•IPV4『线路4』
无线新闻,https://www.zhixun.com.mp/zx.php?id=myinews$LR•IPV4『线路5』
无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路6』
无线新闻,http://live.cooltv.top/tv/tvb.php?id=2&hq$LR•IPV4『线路7』
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0$LR•IPV4『线路8』
无线新闻,http://live.cooltv.top/tv/tvb.php?id=2$LR•IPV4『线路9』
无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路10』
无线新闻,http://live.cooltv.top/tv/tvb.php?id=2&hq$LR•IPV4『线路11』
纬来电影,http://etv.xhgvip.top/iptv/155.php?id=89$LR•IPV4『线路1』
纬来育乐,https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路1』
阿里郎,http://litv.zapi.us.kg/?id=4gtv-4gtv079$LR•IPV4『线路1』
中天亚洲台,http://cdn.iptv8k.top/dl/jspd.php?id=12$LR•IPV4『线路1』
中天亚洲台,http://132.226.230.69:5050/litv/4gtv-4gtv109$LR•IPV4『线路2』
中天亚洲台,http://148.135.6.135:65000/youtube/s2waUruqze4$LR•IPV4『线路3』
靖天资讯,http://litv.zapi.us.kg/?id=4gtv-4gtv065$LR•IPV4『线路1』
靖天资讯,http://litv.zapi.us.kg/?id=4gtv-4gtv065$LR•IPV4『线路2』
龙华偶像,http://litv.zapi.us.kg/?id=litv-longturn12$LR•IPV4『线路1』
龙华偶像,http://litv.zapi.us.kg/?id=litv-longturn12$LR•IPV4『线路2』
龙华偶像,http://etv.xhgvip.top/iptv/155.php?id=91$LR•IPV4『线路3』
龙华电影,http://litv.zapi.us.kg/?id=litv-longturn03$LR•IPV4『线路1』
龙华电影,http://litv.zapi.us.kg/?id=litv-longturn03$LR•IPV4『线路2』
龙华电影,http://etv.xhgvip.top/iptv/155.php?id=93$LR•IPV4『线路3』
靖天国际,http://50.7.234.10:8278/jingtianintl_twn/playlist.m3u8?tid=MC7C4153806141538061&ct=19254&tsum=79854f3ccdc23693ea39da52af54d35b$LR•IPV4『线路1』
靖天国际,http://50.7.234.10:8278/jingtianintl_twn/playlist.m3u8?tid=ME4E7632479576324795&ct=19226&tsum=9922eeed6392b21e1710ba791cc599d6$LR•IPV4『线路2』
靖天国际,http://litv.zapi.us.kg/?id=4gtv-4gtv063$LR•IPV4『线路3』
靖天国际,http://litv.zapi.us.kg/?id=4gtv-4gtv063$LR•IPV4『线路4』
澳门,#genre#
澳亚卫视,http://8.138.7.223/tv/gdmzyd.php?id=5$LR•IPV4『线路1』
澳亚卫视,http://8.138.7.223/tv/gdmzyd.php?id=5$LR•IPV4『线路2』
澳视澳门台,http://61.244.22.5/ch1/ch1.live/playelist.m3u8$LR•IPV4『线路1』
澳视澳门台,http://8.138.7.223/tv/gdmzyd.php?id=6$LR•IPV4『线路2』
澳视澳门台,http://61.244.22.5/ch1/ch1.live/playelist.m3u8$LR•IPV4『线路3』
澳视澳门台,http://8.138.7.223/tv/gdmzyd.php?id=6$LR•IPV4『线路4』
澳视葡文台,http://61.244.22.5/ch2/ch2.live/playelist.m3u8$LR•IPV4『线路1』
澳视葡文台,http://61.244.22.5/ch2/ch2.live/playelist.m3u8$LR•IPV4『线路2』
澳视卫星台,http://61.244.22.5/ch3/ch3.live/playelist.m3u8$LR•IPV4『线路1』
澳视卫星台,http://61.244.22.5/ch3/ch3.live/playelist.m3u8$LR•IPV4『线路2』
澳视体育台,http://61.244.22.5/ch4/ch4.live/playelist.m3u8$LR•IPV4『线路1』
澳视体育台,http://61.244.22.5/ch4/ch4.live/playelist.m3u8$LR•IPV4『线路2』
澳视资讯台,http://61.244.22.5/ch5/info_ch5.live/playlist.m3u8$LR•IPV4『线路1』
澳视资讯台,http://61.244.22.5/ch5/info_ch5.live/playlist.m3u8$LR•IPV4『线路2』
澳视高清台,http://61.244.22.5/ch6/hd_ch6.live/playerlist.m3u8$LR•IPV4『线路1』
澳视高清台,http://61.244.22.5/ch6/hd_ch6.live/playerlist.m3u8$LR•IPV4『线路2』
莲花卫视,https://www.zhixun.com.mp/zx.php?id=lihua$LR•IPV4『线路1』
影视,#genre#
靖天映画,http://litv.zapi.us.kg/?id=4gtv-4gtv055$LR•IPV4『线路1』
靖天映画,http://litv.zapi.us.kg/?id=4gtv-4gtv055$LR•IPV4『线路2』
靖天映画,http://litv.zapi.us.kg/?id=4gtv-4gtv055$LR•IPV4『线路3』
靖天映画,http://litv.zapi.us.kg/?id=4gtv-4gtv055$LR•IPV4『线路4』
靖天戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv058$LR•IPV4『线路1』
靖天戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv058$LR•IPV4『线路2』
靖天戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv058$LR•IPV4『线路3』
靖天戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv058$LR•IPV4『线路4』
Korea,#genre#
SBS,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8$LR•IPV4『线路1』

